,pid,name,rent,bedroom,ft2,longitude,latitude
773,6741550537,Bring on the Tapas: Spanish-Styled Home by the Water!,4395,2,,-122.442132,37.804917
774,6737029353,SAN JOSE 1 BEDROOM UNIT FOR RENT****NEW***JUST REMODEL******,1495,1,500,-121.819464,37.356240
775,6738618418,One Bedroom LOVELY Apartment @SF,2000,1,400,-122.402000,37.600400
776,6736815303,"Very Large, Updated 1 Bedroom Plus Office in Adams Point!",2950,1,1013,-122.258280,37.813127
777,6741549825,Cozy apartment living in Downtown Hayward 2Bed/1 bath Available Now!!!,2215,2,850,-122.089400,37.674000
778,6741550125,"1 bedroom Home w/Patio and High Ceilings Available Now, Call Today!",3400,1,693,-122.299800,37.539500
779,6737028831,- SAN JOSE  1 BEDROOM UNIT FOR RENT*****JUST REMODEL*****,1595,1,500,-121.819464,37.356240
780,6741549997,"In Select Apartment Homes, Fireplace, Controlled Access/Gated",2138,2,1136,-121.988700,38.384700
781,6741549990,Bask In Beautiful Afternoon Sunlight In This Gorgeous 1 Bed Home!!,4274,1,761,-122.403979,37.769428
782,6741549814,VISIT FOX PLAZA TODAY! WE HAVE THE PERFECT STUDIO!!,2904,,450,-122.417402,37.776619
783,6727361968,ONE Bedroom Apart. Available NEXT to light Rail in Down Town (Gish),1795,1,,-121.908734,37.362244
784,6741496383,***SPECIAL*** Live Radiantly at Radius - 1x1 Available NOW!,3117,1,769,-122.230883,37.491212
785,6735745857,"341-1: LARGE 1B/1B - great city view, close to Caltrain/Safeway/Coffee",4239,1,935,-122.394111,37.776549
786,6741549203,Great Value in Sharon Heights,2995,1,739,-122.207236,37.423991
787,6741549024,Plan Ahead  Secure Your Next Home Today!,2699,1,700,-121.941519,37.296060
788,6718190083,"The Ellington, luxury condo with Downtown View and private balcony",3195,1,690,-122.276690,37.796585
789,6739925483,Fully Renovated Contemporary designer 2 story Condo,4000,2,1227,-121.958898,36.980613
790,6733237958,2 Bedroom 1 bath New Hardwood floors downtown Menlo,2900,2,,-122.182817,37.451763
791,6741548679,Fully Furnished Studio W/Free WiFi & Cable TV,3060,,,-121.895000,37.435200
792,6741548612,CORNER 1 BEDROOM APARTMENT AVAILABLE!,3542,1,672,-122.417402,37.776619
793,6736852492,Jan 2019 available in Gale Ranch,5000,3,1811,-121.913652,37.764744
794,6733249186,Newly Remodeled 2 Bed 1 Bath San Jose ASK ABOUT MOVE IN BONUS,2395,2,,-121.930681,37.279089
795,6735981867,2 Bed 1 Bath Apartment in Union City | 34843 Starling Drive #4,2275,2,,-122.018753,37.583080
796,6741546169,OPENHOUSE - Sunday 11/11 - 3bed/2bath San Juan Canyon home,2800,3,1600,-121.489636,36.800553
797,6735967997,2 Bed 1 Bath House in Concord | 3654 Granzotto Drive,2785,2,1003,-122.006970,37.984903
798,6741548314,"Fireplace, Ceramic Tile Entry, Kitchens & Baths, Patio/Balcony",2188,2,1240,-121.988700,38.384700
799,6737028087,-***SAN JOSE NEW LARGE STUDIO 1 BEDROOM FOR RENT***QUIET AREA*********,1495,1,500,-121.817415,37.350432
800,6735958362,$500 off 1st month! 3 Bed 2 Bath House in Windsor | 346 Summer Rain Dr,2695,3,1500,-122.810995,38.552764
801,6741540406,"Top Floor] Single Bedroom, Full of Natural Sunlight .. Available *NOW*",2865,1,871,-121.933623,37.346332
802,6741548151,"Great floor plan, bright, pretty and close to everything!",2020,2,803,-122.094430,37.990951
803,6741547063,One Bedroom! NEW Carpet/Flooring! New Counter Tops !!,1875,1,728,-122.076052,37.668766
804,6735979546,Free Utilities! Geodesic 2 Bed 2 Bath House in Santa Rosa | 2615 Alton,3495,2,1800,-122.772394,38.474728
805,6741547962,Vintage Valencia With Upscale Upgrades - $95 Move-In Special,3295,,,-122.421403,37.758491
806,6735965864,2 Bed 1 Bath House in Alameda | 1413 9th St,2795,2,1000,-122.264800,37.770600
807,6741542314,Adj to Beautiful Park Intel Apple This place will feel like home Dogs OK br1,1880,1,483,-122.013295,37.387381
808,6741547822,Beautiful 2BR 2BA penthouse condo for rent Prime Milpitas $2950 per mo,2950,2,1108,-121.902367,37.410739
809,6718176155,House For Rent - EVERYTHING REMODELED!!!,5850,4,2800,-122.571400,38.116300
810,6741547079,"Large, sunny, quiet apt near public transportation.",2995,2,725,-122.505747,37.764024
811,6732934297,Lease to own opportunity,2600,4,2226,-121.467419,37.723207
812,6741547001,Heaven Is At One Henry Adams - Sensational Corner Two Bed!!,5159,2,1022,-122.403979,37.769428
813,6741547386,Looking for a commuter friendly location? Need a 1BR,2787,1,754,-122.359378,37.586470
814,6741547270,"Pool, Soaking Tub, Granite Look Counter, WD",2234,2,970,-122.128668,38.214247
815,6732937968,Jan 2019 available in Gale Ranch,5000,3,1811,-121.913567,37.764676
816,6738303161,Charming 1-Bedroom in Hayes Valley!,2995,1,,-122.426126,37.774768
817,6741547019,"Lease Now, Fireplace, Pantry, Granite Look Countertops, BBQ",1976,1,850,-122.128668,38.214247
818,6741546732,"Pool, Soaking Tub, Granite Look Counter, WD",2292,2,1073,-122.128668,38.214247
819,6741546684,Lowest Priced 1x1 Available on 11/24! Get it before it's gone!,2293,1,737,-121.891894,37.351345
820,6741546556,"Steps from University Ave, CalTrain Station and Major Bus Stops!",3260,,606,-122.161375,37.449438
821,6734402469,One Bedroom Top Floor Available Late November,1875,1,728,-122.089400,37.674000
822,6741546257,"Pool, Soaking Tub, Near Freeway, Parking",2205,1,975,-122.128668,38.214247
823,6741546151,Sharp Apartment w/2 Covered Parking Spaces & Storage,2475,2,950,-122.114889,37.696039
824,6738318608,LARGE Modern Studio in Marina!,2425,,,-122.428130,37.803342
825,6734402010,One Bedroom Top Floor Available Now,1875,1,728,-122.089400,37.674000
826,6741545574,KOHLER FIXTURES & GRANITE COUNTERTOPS IN MODERN HOMES,4071,3,1327,-121.949282,37.313002
827,6740015621,A home made just for you! Tour Today!,2225,1,525,-122.020104,36.986546
828,6730829483,Spacious 3Bed/2Bath - Newly Renovated and Pet Friendly!,6180,3,1340,-122.197612,37.424205
829,6739354944,Open House Coming Soon!,2650,2,700,-122.018366,36.969061
830,6741545218,VISIT FOX PLAZA TODAY AND APPLY TODAY!!,2691,,450,-122.417402,37.776619
831,6741545090,"Beautifully Renovated 2 Bedroom, Across from UC Berkeley!",2995,2,,-122.265500,37.878400
832,6741544673,"Classy 3bed, 1bath single home for rent",1300,3,1408,-122.687800,38.453400
833,6737468039,***Section 8 Delight*** Excellent Schoold District***,3318,3,1200,-122.238442,37.760485
834,6741544588,"Delightful 1 bedroom, 1 bath",2395,1,,-122.237534,37.486647
835,6736469224,"2Bd @ Woodcreek in Petaluma, Move-In 12/1 Unit W-0ACBF",2199,2,,-122.635789,38.228050
836,6741544269,"Large Renovated West Oakland Studio/Junior 1BR, Pets Negotiabl",1700,,,-122.427927,37.799007
837,6738381915,SPACIOUS Studio in North Beach W/Parking!,2300,,,-122.406389,37.799205
838,6741543983,2 bedroom 1 bathroom,1680,2,500,-122.158700,37.720500
839,6741543983,2 bedroom 1 bathroom,1680,2,500,-122.158700,37.720500
840,6741538401,Franklin & Ellis St./Pets Ok/Available Now! $95 Move In Special!,4095,2,,-122.422562,37.783170
841,6741543954,Excellent Location In The Desired Redwood Shores!,3634,2,916,-122.243513,37.537302
842,6741543741,Affordable Apartment in San Leandro,2375,2,950,-122.114889,37.696039
843,6741543519,Entertain In This Divine & Spacious Three Bed This Holiday Season!!,7264,2,1298,-122.403979,37.769428
844,6738384434,Fantastic Russian Hill 1 Bedroom W/Parking Included!,2600,1,,-122.420165,37.800802
845,6741542923,Very Private & Large Util Paid Dogs Cats Ok Pool  Beautiful Trees bh_44,2295,1,684,-121.937268,37.336741
846,6741528473,Gorgeous Layout in this 3 Bedroom Home Available NOW! 1 month FREE,4410,3,1379,-121.933623,37.346332
847,6741542485,2x2 Apartment Next to a Beautiful Lake View!  $99 Security Deposit OAC,3049,2,899,-122.286078,37.548751
848,6741542390,"Fully Furnished, Move-in Ready, Walk-in Closet, Storage, Pets OK",3100,1,800,-122.420762,37.804817
849,6741542133,Love Where You Live!! Stop By Today!! 4 Weeks FREE!!,2226,1,845,-121.830600,37.245800
850,6741524477,"""ALL REMODELED"" 3Bdrm, 2Bath, SFR in Berkeley",3995,3,,-122.285100,37.865600
851,6741542091,Live at the Center of Modern Conveniences & Entertainment!,2276,2,975,-122.141320,37.708034
852,6741541989,2 bedroom duplex w/1 car garage!,1750,2,,-122.632396,38.243336
853,6737534544,Granny unit studio for rent,2300,,,-122.677700,38.240300
854,6741541016,"Don't Waste Your Time, Look Here!! You'll Be Happy You Did!!",2625,2,1077,-121.830600,37.245800
855,6741448430,Move in Ready Two Bedroom Townhome! Call Today!,4469,2,1457,-121.935600,37.316300
856,6741540784,Spacious 2Bed/1Bath - Newly Renovated and Pet Friendly -Inquire Today!,4926,2,990,-122.197612,37.424205
857,6741527430,Corner Townhome #114!! A Must See Apt! Amenities Included w/ Rent!!,6030,2,1388,-122.426621,37.771804
858,6741540369,Sunny Top Floor Castro Unit - JGPM,2795,1,,-122.435548,37.766528
859,6741540234,Available NOW super cozy unit you can call home,3282,,645,-122.397100,37.762100
860,6741539954,3BR/1.5BA APARTMENT W/ LAUNDRY FACILITY IN THE COMMUNITY,2862,3,1235,-121.816943,37.254141
861,6741539894,In Law unit /Casit for rent.,1900,1,700,-121.915500,37.763600
862,6741539800,"Spacious 1X1 In Sunnyvale With Washer/Dryer, Fireplace, & Parking",2994,1,693,-122.010373,37.352573
863,6741539728,"Save $1,501 On Your New Spacious, Renovated Home! COME TOUR!",2661,1,860,-121.880000,37.386400
864,6741539435,$99 dep special OAC & waived app fee (48hrs)! Upgraded 2 bed Call now!,2378,2,1075,-121.875230,37.676530
865,6736449257,1-Bdrm Apt Available close to Apple Google LinkedIn & more!,2195,1,650,-122.026025,37.398048
866,6724402712,Ritz Carlton Luxury Condo ( Fully Furnished) Available NOV 1st,9500,2,1396,-122.399149,37.791017
867,6738395722,"Night Patrol, Playground, Additional Storage",1530,1,708,-121.864673,38.008321
868,6737984222,"Large Beautiful, Modern Home in Move-In Condition. Must See!",5200,4,,-122.477122,37.748141
869,6737985486,"Beautiful, Updated Large Home for Rent",5200,4,,-122.477122,37.748141
870,6741538637,1x1 Apartment near great shopping! $99 Security Deposit OAC,2609,1,609,-122.286145,37.548594
871,6736019433,Apartamento nuevo de 2x2,1249,2,909,-122.197053,37.754188
872,6736024564,Căn hộ 2 phòng ngủ mới,1249,2,909,-122.197053,37.754188
873,6737982663,"Beautiful, Updated Large Home for Rent",5200,4,,-122.477122,37.748141
874,6741538496,$500 off Views | W/D | Fireplace | Private Balcony | Clubhouse + Gym!,3674,2,1179,-122.423353,37.709251
875,6736895941,Beautiful 4/2.5  End Unit TownHome for $3500,3500,4,,-121.849000,37.268500
876,6741537595,Bright and Sunny with Large Private Patio and W/D!,2428,1,600,-122.025949,37.362341
877,6741538458,"3 bd 2 ba house, 2 car attached garage",3150,3,1100,-121.797262,37.266343
878,6737980254,"Large Beautifully Updated, Modern 4 Bedroom / 2 Bath",5200,4,,-122.477122,37.748141
879,6741538410,"2 BD, Roman Soaking Tub, Poolside BBQs",2138,2,1136,-121.988700,38.384700
880,6741538232,FALL SPECIAL!!! Modern Luxury 2BD in San Pedro Sq High Rise!!!,3190,2,1090,-121.895329,37.335920
881,6741537943,"Seeking Luxury, Comfort, Top Floor Unit? Amalfi's Got It!",2576,2,829,-121.890167,37.419639
882,6738270156,Come Check Out Harvest Park Apartments!,2415,2,1210,-122.710054,38.411338
883,6741537890,"When Minutes Matter, Live Where You Work and Play",4993,2,1113,-122.391183,37.772721
884,6741537826,1BR/1BA LUXURY UNIT W/BALCONY!! ~ FREE WEBPASS INTERNET FOR 1 YEAR~,3641,1,578,-122.418171,37.777516
885,6741532210,"1x1 Fully Upgraded Gem! A/C, W&D, Storage, and more!",1895,1,641,-122.676649,38.438102
886,6739889136,"Sparkling Swimming Pool, Crown Molding, Private Patio/Balcony",1895,1,716,-122.687097,38.415112
887,6741536282,950 Nice Bright Rm@Single House near Park/ Fwy101 680 880 Rightway,950,1,,-121.885545,37.364110
888,6741537547,La Catania 2x2 With Defined Dining Area - South Hill View! Tour Today!,2961,2,1258,-121.830600,37.245800
889,6741537473,CHARMING SIX-PLEX,1945,1,710,-122.238314,37.803833
890,6741537233,Be the first to live in this luxury 2x2!,1249,2,1030,-122.197053,37.754188
891,6741537013,Lafayette Cottage Charmer,4300,3,1800,-122.098075,37.902224
892,6741536778,"Spectacular Panoramic City Skyline&Bay views, Stunningly remodeded!",3650,1,,-122.446942,37.757229
893,6741536756,Save More Today! Lovely 2x2 With Attached Garage! Ready Now!,2973,2,1294,-121.830600,37.245800
894,6741536426,"Large Living space, Walk in closet, ground floor, separate kitchen",2050,,530,-122.014422,37.357971
895,6741536409,Lupine @ Wood/Available Now/Pets Ok/Great Location!$95 Move In Special,3395,1,,-122.447927,37.783752
896,6741536220,Amazing Victorian Home for rent,2800,2,1400,-122.181807,37.702104
897,6741536106,"Everything You Need, All Right Here",4993,2,1113,-122.391183,37.772721
898,6741535957,"1B/1B, Roman Soaking Tub, Situated in Vacaville!",1756,1,790,-121.988700,38.384700
899,6741535634,Large One Bedroom With Open Floor Plan! Fully Renovated,2564,1,700,-121.816943,37.254277
900,6741535566,"**SAVE $1000** Mountain View 2BR apt, Modern kitchen, We love pets!",3295,2,1100,-122.102777,37.400633
901,6741535451,"SPECIAL SAVINGS! Downtown San Jose 1BR apt, Must see, Modern kitchen",2795,1,1001,-121.888042,37.336653
902,6741535395,Meat and Greet at the BBQ of This Marina Dream Home,5395,2,,-122.446039,37.798949
903,6741535250,Looking to move? Come visit the beautiful Fiori Estates! 1 bdrm avail!,2140,1,712,-122.716942,38.355455
904,6739921177,"walk to all three Irvington schools, 3Br /2 Bth Duplex home",2880,3,1100,-121.964971,37.527037
905,6741534907,"Now Available, Controlled Access, Close to Transit",3995,1,728,-122.391187,37.773083
906,6741534828,"Fitness Studio, Fireplace, Pantry, Dishwasher, Patio, WD",1774,1,715,-122.128668,38.214247
907,6741534599,Top Floor Privacy!  Newly Renovated Sunny Two Bedroom,2978,2,850,-122.025949,37.362341
908,6741534350,Spread Your Wings and Flock to the City's Best-Kept Secret,4995,2,,-122.425111,37.737551
909,6739217259,"Amazing location, beautiful organic view, min to DTN WillowGlen",1995,1,,-121.904377,37.311734
910,6741534048,Move In Special! Up to $750 Off your Move-in Costs!,1977,1,688,-122.731498,38.453011
911,6741534041,A DELIGHTFUL JEWEL all Move in Ready!,2895,,536,-122.424466,37.744703
912,6741533961,Fabulous Remodeled 2 Bedroom- with laundry,4500,2,,-122.409100,37.800200
913,6738125581,Breathtaking view of beautiful trees - Dont miss out-PerfectLocation!,1995,1,,-121.904377,37.311734
914,6741533562,2 Bedroom/1.5 Bath Unit in Hip Hayes Valley Area,4100,2,,-122.421123,37.776036
915,6741533211,Home Is Where Roots Grow Deep here in San Leandro!,2094,1,750,-122.153249,37.716995
916,6741533050,Beautifully Remodeled 2BD 1BA Unit in San Bruno - JGPM,2750,2,,-122.430884,37.619935
917,6741532952,RARE VACANCY in this luxury apartment!,2543,2,1029,-122.055385,37.957477
918,6741532954,Antioch Dream Home!,2495,4,1680,-121.778081,37.958429
919,6741532919,Large 3bd/3bath Unit with Parking & Private Deck!,5600,3,,-122.423837,37.796661
920,6741532861,Excellent 2 Bedroom 2 Bath Flat Apartment At A Great Price!,3300,2,1105,-122.016115,37.402136
921,6741532824,Beautiful 3 bedroom apartment available soon!,3132,3,1194,-121.915500,37.763600
922,6741532750,Newly built 3 bedroom 2 bath townhouse across the street from BART,3800,3,1750,-121.900225,37.706350
923,6741532736,$500 Look & Lease Special on 1Bedroom Apartment!!!,2142,1,632,-122.300187,37.867284
924,6741532561,"Modern Amenities, Smoke Free, Yoga Studio",3704,2,977,-122.270141,37.565141
925,6735920312,*Spacious 1 Bedroom in the Dogpatch,3640,1,648,-122.391322,37.759214
926,6741531761,"Location Location Location!min 2 DTN/great schools/awesome parks, etc.",1995,1,,-121.904377,37.311734
927,6741531253,cute and spacious Marin studio,1850,1,,-122.514963,37.986061
928,6741530921,Second Floor Two Bedroom w/ Gorgeous Courtyard View,3045,2,1000,-121.941519,37.296060
929,6741530627,Lovely 2 Bedroom with Spectacular Baseball Field Views!!,3385,2,1187,-121.933623,37.346332
930,6741530588,"Convenient to BART and 580/680 Access, BBQ Grills, Sunken Tubs",3199,2,1419,-121.911587,37.704357
931,6735932182,Last 1x1 Home available! Tons of Space! Ground Floor! Best Schools!,2495,1,823,-122.033606,37.305968
932,6741530452,2 bedroom 1 bath in Fairfax ~ Close to Downtown,2450,2,800,-122.593700,37.988300
933,6741530371,Gorgeous 2X2 W/ Attached Garage!! 6 Weeks FREE!!,2915,2,1169,-121.830600,37.245800
934,6741529971,MOVE IN SPECIAL - Large Flat 2 PLUS BR - JGPM,3650,2,,-122.418141,37.746464
935,6741518933,***SPECIAL*** Top Floor 2x2 Available - Minutes From Downtown RWC,4407,2,1030,-122.230883,37.491212
936,6741529896,Looking for A Bigger Place...Try Us! 2 bed 2 bath ready for move in!,2385,2,1260,-121.735842,37.958996
937,6730210654,Move in this week! Call us Today!,2210,2,1200,-121.845001,37.314795
938,6741529723,IMPRESSIVE LUXURY COMMUNITY ON THE WATER!,3563,2,960,-122.267017,37.555669
939,6741529529,Berkeley Hills Beauty - Bay Views Hardwood Floors - Laundry In Unit!,2150,1,,-122.267537,37.892354
940,6741529517,"All New, Car Charging Station, WD In Apartment! 1 Month Free Rent",4398,2,1082,-122.269216,37.565529
941,6739532132,Sunny spacious Garden perch Apartment - Near BART - Dreamy yard,1650,1,444,-122.225579,37.777828
942,6741529247,Experience All the Benefits of Downtown Palo Alto Living!,5939,2,945,-122.156875,37.446638
943,6741529187,NEW 1bdrm/1bath LOFT Apartment,3095,1,900,-122.291880,37.846826
944,6741529188,"In Home Laundry, Landscaped Courtyard, Convenient Location",3435,2,1021,-122.034710,37.368048
945,6741529028,Huge 2BR Is Right Around The Corner!! Near Everywhere You Want To Be!!,2495,2,1000,-122.021172,37.572235
946,6730086554,Call today to book your tour!,2290,2,1200,-121.845001,37.314795
947,6741528745,Almaden Valley Single Family Home for Rent,4400,4,1795,-121.867450,37.217844
948,6728028384,townhouse in prime location,2750,2,,-121.986743,37.262224
949,6741528463,Newly Remodeled 1BR/1BA near San Bruno and Campbell 3070 San Bruno #9,2695,1,,-122.401741,37.723143
950,6741528396,STOP! THIS IS IT! This Newly Renovated 1 BR is Your New Home!,2950,1,823,-122.464687,37.685247
951,6730212773,Large 3 Bedroom 2 Bath Apartment! Now Available!,2825,3,1438,-121.845001,37.314795
952,6741523878,**HIGH STANDARD 2 BEDROOM APARTMENT WITH GREAT AMENITIES**,3635,2,1336,-122.016115,37.402136
953,6741528001,Charming Noe Valley Garden Cottage (parking included),4600,1,,-122.435759,37.755333
954,6736663050,"$2,050 Studio Apartment - Rose-Mar Apartments",2050,1,,-122.400100,37.681100
955,6730086783,Call today to book your tour!,2280,2,1200,-121.845001,37.314795
956,6741527675,1 Bedroom Home- 750 Sq Ft Available NOW!,2929,1,750,-122.127424,37.432099
957,6724212301,"Very Rare Live/Work Opportunity in Historic Winery Building (2,350 SF)",9400,,,-122.409243,37.754267
958,6741527504,"Raintree Terrace, Fairfield",1800,2,860,-122.034010,38.282060
959,6741512904,1x1 Ready Now! *SPECIAL* Renovated!,2396,1,704,-121.964081,37.558079
960,6741527329,"▄  Urban Loft - Like New Loft, 1.5 BA, Attached Garage ▄",2895,1,960,-121.901600,37.339100
961,6738540930,Tuscany/Communication Hill 2 bedrooms 2 baths 95136,3000,2,1104,-121.860638,37.286516
962,6741526787,2 BR 1 BA Upgraded Kitchn&Bth Nu Paint Nu Carpet Fireplace,3395,2,,-122.442639,37.756375
963,6739235991,Moderate Income Program Apartment Coming Available! This will go fast!,2835,1,750,-122.127424,37.432099
964,6741526473,Remodeled 2 Bedroom Cul-de-sac House In Quite Neighborhood,3200,2,1296,-122.006114,37.564970
965,6741516479,"Lease Today, Zip Cars On Site, Granite Countertops",3330,2,1070,-121.937991,37.407940
966,6741526396,1 BD/1 BA in Santa Clara close to CalTrain!! 1 MONTH FREE!,2980,1,871,-121.933623,37.346332
967,6741526378,"Exhale to Relaxing Picturesque Setting of Hillside, Sunset View 1x1!!!",2721,1,600,-122.300837,37.508625
968,6741526387,"Lease Today, Nest Thermostat, TRX Bands and Pilates Area",2629,1,795,-121.931996,37.404950
969,6737713904,Remodeled house with big yard in nice neighborhood. Pets friendly.,3300,3,1221,-121.904224,37.264819
970,6741526318,"UCSF, INNER SUNSET,Spacious, well lit, hardwood floors, Art Deco, 1 BR",2800,1,800,-122.462842,37.760452
971,6718231551,Brand NEW Townhome 3Bdrms + 3 &1/2 Bath  - Best Place in,3495,3,1682,-122.049700,37.589500
972,6718275844,Gorgeous Contemporary Home like-NEW 2 Bed & 2 Bath Condo in San Ramon,2400,2,951,-121.962560,37.775551
973,6726983479,Lovely Brand NEW 4 bdrm Single Home for Rent in Newark,4500,4,2239,-122.032000,37.536800
974,6738218198,"NEW wood-style flooring, Lots of storage, Modern kitchen, 1BR 1BA apt",1925,1,634,-122.055889,37.898820
975,6732034221,Ready to move in-One Bedroom Apartment,1650,1,600,-122.284327,37.960027
976,6741525719,Remodeled Home for Lease - 38th Geary/Anza,4500,4,,-122.498665,37.779455
977,6732438640,Beautiful Mission Condo,1995,2,1034,-122.674373,38.458954
978,6737299800,SHORT OR LONG TERM RENTAL,2400,2,,-122.143018,37.428500
979,6741525629,Large fully updated 2x1.5 Townhome near Hwy. 12!,2395,2,1000,-122.671144,38.439545
980,6741525528,"SPECTACULAR, ONE OF A KIND 3 BED/ 1 BATH NOE VALLEY FLAT!!!",5150,3,,-122.424109,37.742400
981,6739240835,Updated Villa Rosa Two Bedroom Condo!!!,1850,2,,-122.736790,38.456391
982,6741525164,Spacious 1x1 Great location and pet friendly ... Close to Stanford!,4194,1,810,-122.197612,37.424205
983,6725962332,Updated 2 bedroom 2.5 bathroom Southwest Santa Rosa Condo,2250,2,,-122.733900,38.408900
984,6741524370,Available in Dec! Remodeled One-Bed w/AC & Dishwasher! Great Location!,2695,1,,-122.093391,37.390137
985,6741524333,Rate Just Reduced! Spacious Floor Plan w/ Full Size W/D & Balcony!!,2390,1,735,-122.536483,38.011650
986,6732471478,"**Move in special, $1000 off first month's rent**",1800,1,,-122.671611,38.439562
987,6741523860,Newly Remodeled One-Bedroom w/ AC and Dishwasher! Prime Location!,2695,1,700,-122.093391,37.390137
988,6741523362,"Situated on lushly landscaped grounds, Large redwood decks",3165,2,1060,-122.566006,37.981448
989,6741523333,"Pet-Friendly 2BR/2.5BA Apartment with Pool, Spa, & Gym Access",3226,2,1448,-122.036773,37.977722
990,6741523288,Available in Dec! Remodeled One-Bed w/AC & Dishwasher! Great Location!,2695,1,700,-122.093385,37.390171
991,6732357748,3 Bedroom 2.5 bathroom Northwest Santa Rosa Home,2950,3,1601,-122.747300,38.482200
992,6741523160,Artist's Dream: 1 Bd + 1 Garret Work Rm. 5 Min from BART,2200,1,1000,-122.285480,37.838126
993,6741522977,6 Weeks Free!! 1st Floor unit!!,2825,2,1120,-121.830600,37.245800
994,6725967643,Spacious two bedroom 1.5 bath two story home with Water included!,2350,2,1148,-122.664929,38.425511
995,6741521721,"Ground Floor 2x2 Apt, Whirlpool W/D, Renovated Kitchen!",3220,2,1198,-122.002006,37.366541
996,6741522472,$500 off 1st month! 1 bed/1 bath Move-in ASAP! 3rd floor!,2445,1,715,-121.889900,37.408072
997,6741522355,2BR/1BA Home Close to Downtown Martinez,2143,2,803,-122.132676,37.997621
998,6741522361,Newly Remodeled One-Bedroom w/ AC and Dishwasher! Prime Location!,2695,1,700,-122.093391,37.390137
999,6741522366,1bed|1bath in Union City - Apt. #1010 ($750 OFF),2210,1,603,-122.017684,37.586652
1000,6719112322,3 bedroom 2 bathroom home near Memorial Hospital,2650,3,1758,-122.697997,38.444611
1001,6741463452,3 Bed 2.5 Bath House in San Mateo | 3404 Douglas Ct,5245,3,2190,-122.325792,37.523653
1002,6741522063,1-Bedroom Condo in Great Tradewinds Complex with lots of amenities,1995,1,722,-121.829140,37.254994
1003,6741522028,See It Today & Move In Tomorrow! One month free on selected units!!,4321,2,930,-122.085794,37.389801
1004,6741521992,Supreme Residences for Serene Living,2695,2,1118,-122.721886,38.491125
1005,6739245039,Clean and updated 4/3 East Petaluma Home - 638 Albert Way,2940,4,2100,-122.609929,38.250554
1006,6741521825,Remodeled 2BD/2BA Condo in Tranquil Community! Price Reduced!,3395,2,1071,-121.922965,37.296691
1007,6741521779,Available in Dec! Remodeled One-Bed w/AC & Dishwasher! Great Location!,2695,1,700,-122.093385,37.390171
1008,6719104555,Remodeled 3 bedroom 2 bathroom Bennett Valley Home,2950,3,1222,-122.669766,38.430132
1009,6741521710,Call To Schedule A Tour Today! You Have To See Our Rooftop Deck!,2954,1,765,-121.895000,37.435200
1010,6726993447,Darling Victorian 1/1 Cottage Near Downtown Petaluma - 112 Bodega,2300,1,747,-122.677700,38.240300
1011,6741521583,"Cupertino Location, Shimmering Pool, Spacious Lawns",4900,3,1275,-122.012234,37.333434
1012,6721928575,Classic West Petaluma Victorian - 8 Bodega Avenue,2750,2,,-122.647837,38.234317
1013,6741521474,New remodel! Available Now!,2395,2,1080,-121.756900,36.910200
1014,6725822867,"Immaculate 3/2 Single-level, M Section Home Located Near Magnolia Park",2420,3,1442,-122.679303,38.333035
1015,6741521271,ONE MONTH RENT FREE! 3 bed/2 bath Move-in ASAP! 2nd Floor!,3375,3,1259,-121.889900,37.408072
1016,6741521106,"Antioch house, $2800, 7BR/3.5Ra/3518FT, 6900 lot, year 2002",2800,7,3518,-121.847076,37.981207
1017,6741521076,"2BR/2BA Available Now! Middle Floor, Full-Size Washer/Dryer",2876,2,981,-122.530625,38.019816
1018,6741509799,This Pac Heights Classic is a Template for Timeless Taste,2495,,,-122.437821,37.789356
1019,6726015752,Clean & Spacious Studio Apartment in the Historic Railroad Depot Build,1500,,445,-123.007400,38.793100
1020,6741520464,$500 OFF 1st Month! 1 bed/ 1 bath Move-in November 10th!!,2345,1,643,-121.889900,37.408072
1021,6739182625,TOP FLOOR UPTOWN CORNER 1 BEDROOM 2 BLOCKS TO BART & CITY HALL,1999,1,,-122.273304,37.808360
1022,6739902806,"""ALL NEW"" 2Bdrm, 1Bath, 4-Plex in Berkeley",2795,2,,-122.285100,37.865600
1023,6731515669,Spacious and modern 1BR with plenty of sunshine!,3075,1,740,-122.299180,37.867726
1024,6741520249,★★ REMODELED FIRST FLOOR STUDIO APT IN A CLASSIC 1920'S BUILDING,1975,,,-122.420601,37.751452
1025,6725956641,Remodeled 3 bedroom 2 bath home near Montecito Shopping center,2700,3,1272,-122.677877,38.470797
1026,6735773297,2BD Flat Duplex in the Portola,2750,2,900,-122.410990,37.721715
1027,6735778957,Pet-Friendly One-Bedroom Home in Park-Like Setting,2290,1,605,-121.914366,37.316442
1028,6741519904,Vallejo Beauty!,2695,3,2026,-122.212400,38.098500
1029,6741519804,LEASE TRANSFER IN AMAZING WALNUT CREEK,1984,,,-122.048473,37.912523
1030,6741519669,Updated top floor 2BR/1BA in Visitation Valley/Portola House,2700,2,900,-122.411123,37.721680
1031,6741519047,3BR/2BA Available Now! End unit w/ Hardwood flooring,3724,3,1159,-122.530625,38.019816
1032,6739940472,Floor to Ceiling Living Room Windows! Inquire about our Short Term Opt,4214,2,1011,-121.983918,37.229594
1033,6727732636,High-end Living at Vida in Mission,4695,2,905,-122.419942,37.756249
